"Data Source: 2016 Dataset (released March 2018)"
" "
"Facility name","TRI ID","Address","City","County","State","Zip Code","Year","Chemical","CAS","Federal (F) or Commercial (C)","Form Type (Form R or A)","Industry","Fugitive Air","Stack Air","Total Air","Surface Water Discharge","Underground Injection","Land Disposal","Total on-site release","Off-site release","Total on- and off-site releases","Transfer to recycling","Transfer to energy recovery","Transfer to treatment","Transfer to POTWs","Other off-site transfer","Total transfers off-site for waste management","Recycled on-site","Recycled off-site","Energy recovery on-site","Energy recovery off-site","Treated on-site","Treated off-site","Quantity released on- and off-site","Total production-related waste managed","Non production-related waste managed"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2006","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2006","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       250.0000000","          .0000000","      1151.0000000","      1401.0000000","          .0000000","      1401.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       301.0000000","       301.0000000","      1100.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2006","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","          .0000000","       250.0000000","       250.0000000","       250.0000000","          .0000000","     77300.0000000","     77800.0000000","          .0000000","     77800.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      9800.0000000","      9800.0000000","     68000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2006","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","         5.0000000","       250.0000000","       255.0000000","      1210.0000000","          .0000000","    473870.0000000","    475335.0000000","       410.0000000","    475745.0000000",".",".",".","          .0000000","       410.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      5745.0000000","      5745.0000000","    470000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","      2700.0000000","      1700.0000000","      4400.0000000","          .0000000","          .0000000","          .0000000","      4400.0000000",".","      4400.0000000",".",".","       760.0000000","          .0000000","       760.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","       760.0000000","      4400.0000000","      5160.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       500.0000000","          .0000000","       300.0000000","       800.0000000","       380.0000000","      1180.0000000",".",".",".","          .0000000","       380.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1180.0000000","      1180.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","         4.0000000","          .0000000","         4.0000000","        95.0000000","          .0000000","     97850.0000000","     97949.0000000","       380.0000000","     98329.0000000",".",".",".","          .0000000","       380.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     95929.0000000","     95929.0000000","      2400.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","        24.0000000","          .0000000","       308.0000000","       332.0000000","          .0000000","       332.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       327.0000000","       327.0000000","         5.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","        60.0000000","          .0000000","        60.0000000","       500.0000000","          .0000000","    159530.0000000","    160090.0000000","          .0000000","    160090.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    159980.0000000","    159980.0000000","       110.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","       430.0000000","        74.0000000","       504.0000000","       380.0000000","          .0000000","  73077900.0000000","  73078784.0000000","          .0000000","  73078784.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  73076184.0000000","  73076184.0000000","      2600.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       200.0000000","          .0000000","      8200.0000000","      8400.0000000",".","      8400.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      8400.0000000","      8400.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","CYANIDE COMPOUNDS","'N106'","C","R","NAICS 2122 - Metal Mining","          .0000000","      1200.0000000","      1200.0000000","        73.0000000","          .0000000","          .0000000","      1273.0000000",".","      1273.0000000",".",".","       730.0000000","          .0000000","       730.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","       730.0000000","      1273.0000000","      2003.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0004410","          .0008379","          .0012789","          .0000000","          .0000000","          .0000000","          .0012789",".","          .0012789",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0012789","          .0012789","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      5500.0000000","      5500.0000000","          .0000000","          .0000000","          .0000000","      5500.0000000",".","      5500.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      5500.0000000","      5500.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","      1504.5000000","          .4700000","      1504.9700000","        11.0500000","          .0000000","  54365713.2000000","  54367229.2200000","          .0000000","  54367229.2200000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  54364156.8200000","  54364156.8200000","      3072.4000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","        16.0000000","         1.0000000","        17.0000000","       500.0000000","          .0000000","    376000.0000000","    376517.0000000","          .0000000","    376517.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    341517.0000000","    341517.0000000","     35000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .6800000","        48.0100000","        48.6900000","          .8100000","          .0000000","     24094.9800000","     24144.4800000","          .0000000","     24144.4800000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     24144.2400000","     24144.2400000","          .2400000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","         6.4000000","          .0000000","         6.4000000","       740.0000000","          .0000000","     88400.0000000","     89146.4000000","          .0000000","     89146.4000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     88866.4000000","     88866.4000000","       280.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","          .0000000","       120.0000000","       120.0000000","        57.0000000","          .0000000","      5420.0000000","      5597.0000000","          .0000000","      5597.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      5297.0000000","      5297.0000000","       300.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","         1.0000000","         1.0000000","       500.0000000","          .0000000","       643.0000000","      1144.0000000","          .0000000","      1144.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1089.0000000","      1089.0000000","        55.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","         1.0000000","         1.0000000","       500.0000000","          .0000000","        81.0000000","       582.0000000","          .0000000","       582.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       582.0000000","       582.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","         4.0000000","        90.0000000","        94.0000000","       500.0000000","          .0000000","     26000.0000000","     26594.0000000","          .0000000","     26594.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     26594.0000000","     26594.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2007","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","         9.6000000","        41.0000000","        50.6000000","       390.0000000","          .0000000","     78800.0000000","     79240.6000000","       110.0000000","     79350.6000000",".",".",".","          .0000000","       110.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     78870.6000000","     78870.6000000","       480.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","      2800.0000000","      1200.0000000","      4000.0000000","          .0000000","          .0000000","          .0000000","      4000.0000000",".","      4000.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      4000.0000000","      4000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .9000000","          .9000000","       500.0000000","          .0000000","       186.0000000","       686.9000000","          .0000000","       686.9000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       686.9000000","       686.9000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","        12.0000000","         4.4000000","        16.4000000","       100.0000000","          .0000000","    152872.0000000","    152988.4000000","          .0000000","    152988.4000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    152988.4000000","    152988.4000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .0000000","         1.7000000","         1.7000000","        22.0000000","          .0000000","       213.0000000","       236.7000000","          .0000000","       236.7000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       236.7000000","       236.7000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","        82.0000000","        23.0000000","       105.0000000","       500.0000000","          .0000000","    231780.0000000","    232385.0000000","          .0000000","    232385.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    232385.0000000","    232385.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","      1000.0000000","       100.0000000","      1100.0000000","       150.0000000","          .0000000"," 115008300.0000000"," 115009550.0000000","        45.0000000"," 115009595.0000000",".",".",".","          .0000000","        45.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000"," 115009595.0000000"," 115009595.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","CYANIDE COMPOUNDS","'N106'","C","R","NAICS 2122 - Metal Mining","          .0000000","      1100.0000000","      1100.0000000","        37.0000000","          .0000000","          .0000000","      1137.0000000",".","      1137.0000000",".",".","         9.0000000","          .0000000","         9.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","         9.0000000","      1137.0000000","      1146.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0004027","          .0007611","          .0011639","          .0000000","          .0000000","          .0000000","          .0011639",".","          .0011639",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0011639","          .0011639","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      5500.0000000","      5500.0000000","          .0000000","          .0000000","          .0000000","      5500.0000000",".","      5500.0000000",".",".","        31.0000000","          .0000000","        31.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","        31.0000000","      5500.0000000","      5531.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","      1643.8200000","        11.8500000","      1655.6700000","         9.3100000","          .0000000","  50376441.3100000","  50378106.2900000","          .0000000","  50378106.2900000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  50378106.2900000","  50378106.2900000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","        19.0000000","        39.0000000","        58.0000000","       500.0000000","          .0000000","    454700.0000000","    455258.0000000","          .0000000","    455258.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    455258.0000000","    455258.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .6400000","        44.7380000","        45.3780000","          .7400000","          .0000000","     25811.5100000","     25857.6280000","          .0000000","     25857.6280000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     25857.6280000","     25857.6280000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","        58.0000000","        16.0000000","        74.0000000","       640.0000000","          .0000000","    140378.0000000","    141092.0000000","          .0000000","    141092.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    141092.0000000","    141092.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","         1.5000000","       130.0000000","       131.5000000","        46.0000000","          .0000000","      1301.0000000","      1478.5000000","         5.0000000","      1483.5000000",".",".",".","          .0000000","         5.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1483.5000000","      1483.5000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .5100000","          .5100000","       500.0000000","          .0000000","       320.0000000","       820.5100000","          .0000000","       820.5100000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       820.5100000","       820.5100000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .7300000","          .7300000","       500.0000000","          .0000000","        74.9000000","       575.6300000","          .0000000","       575.6300000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       575.6300000","       575.6300000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","         3.7000000","        86.0000000","        89.7000000","       500.0000000","          .0000000","     14170.0000000","     14759.7000000","          .0000000","     14759.7000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     14759.7000000","     14759.7000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2008","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","        36.0000000","        52.0000000","        88.0000000","       240.0000000","          .0000000","     16900.0000000","     17228.0000000","       180.0000000","     17408.0000000",".",".",".","          .0000000","       180.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     17408.0000000","     17408.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","      3345.9800000","      1662.7600000","      5008.7400000","          .0000000","          .0000000","          .0000000","      5008.7400000",".","      5008.7400000",".",".","         2.9800000","          .0000000","         2.9800000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","         2.9800000","      5008.7400000","      5011.7200000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","         1.1000000","         1.1000000","       500.0000000","          .0000000","       946.7000000","      1447.8000000","          .0300000","      1447.8300000","         1.2600000",".",".","          .0000000","         1.2900000","          .0000000","            1.2600000","          .0000000","          .0000000","          .0000000","          .0000000","      1447.8300000","      1449.0900000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","        17.1500000","         6.2000000","        23.3500000","       238.0800000","          .0000000","     76516.1700000","     76777.6000000","       237.3300000","     77014.9300000","        28.3400000",".",".","          .0000000","       265.6700000","          .0000000","           28.3400000","          .0000000","          .0000000","          .0000000","          .0000000","     77014.9300000","     77043.2700000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .6500000","         2.1100000","         2.7600000","        33.3300000","          .0000000","        87.1800000","       123.2700000","          .0300000","       123.3000000","         1.9600000",".",".","          .0000000","         1.9900000","          .0000000","            1.9600000","          .0000000","          .0000000","          .0000000","          .0000000","       123.0700000","       125.0300000","          .2300000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","       146.0900000","        38.1700000","       184.2600000","       500.0000000","          .0000000","    139132.8900000","    139817.1500000","          .0300000","    139817.1800000","          .1100000",".",".","          .0000000","          .1400000","          .0000000","             .1100000","          .0000000","          .0000000","          .0000000","          .0000000","    139816.9500000","    139817.0600000","          .2300000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","       356.7000000","        70.1800000","       426.8800000","       545.1400000","          .0000000","  76419602.7500000","  76420574.7700000","        21.8000000","  76420596.5700000","       585.0100000",".",".","          .0000000","       606.8100000","          .0000000","          585.0100000","          .0000000","          .0000000","          .0000000","          .0000000","  76420596.5700000","  76421181.5800000","          .0000000"
