"Data Source: 2016 Dataset (released March 2018)"
" "
"Facility name","TRI ID","Address","City","County","State","Zip Code","Year","Chemical","CAS","Federal (F) or Commercial (C)","Form Type (Form R or A)","Industry","Fugitive Air","Stack Air","Total Air","Surface Water Discharge","Underground Injection","Land Disposal","Total on-site release","Off-site release","Total on- and off-site releases","Transfer to recycling","Transfer to energy recovery","Transfer to treatment","Transfer to POTWs","Other off-site transfer","Total transfers off-site for waste management","Recycled on-site","Recycled off-site","Energy recovery on-site","Energy recovery off-site","Treated on-site","Treated off-site","Quantity released on- and off-site","Total production-related waste managed","Non production-related waste managed"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2002","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","      7100.0000000","          .0000000","      8200.0000000","    715300.0000000",".","    715300.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    720000.0000000","    720000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2002","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","          .0000000","       250.0000000","       250.0000000","       250.0000000","          .0000000","         5.0000000","      1255.0000000","          .0000000","      1255.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1300.0000000","      1300.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2002","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","          .0000000","       505.0000000","          .0000000","       505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       400.0000000","       400.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2002","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","         5.0000000","          .0000000","         5.0000000","          .0000000","          .0000000","          .0000000","         5.0000000",".","         5.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         5.0000000","         5.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2002","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","          .0000000","       505.0000000","          .0000000","       505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       300.0000000","       300.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2002","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","          .0000000","       250.0000000","       250.0000000","       250.0000000","          .0000000","          .0000000","      7500.0000000","          .0000000","      7500.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      7300.0000000","      7300.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2002","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","         5.0000000","       250.0000000","       255.0000000","      2510.0000000","          .0000000","         5.0000000","      6970.0000000","       255.0000000","      7225.0000000",".",".",".","          .0000000","          .0000000","       255.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      7000.0000000","      7000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","     11000.0000000","       250.0000000","     11250.0000000","          .0000000","          .0000000","          .0000000","     11250.0000000",".","     11250.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     12000.0000000","     12000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       250.0000000","          .0000000","       250.0000000","       500.0000000","          .0000000","       500.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       500.0000000","       500.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","         5.0000000","         5.0000000","        10.0000000","       750.0000000","          .0000000","    129081.0000000","    129841.0000000","          .0000000","    129841.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    110000.0000000","    110000.0000000","     16000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","       652.0000000","       907.0000000","          .0000000","       907.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       590.0000000","       590.0000000","       320.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","       250.0000000","         5.0000000","       255.0000000","       250.0000000","          .0000000","    371100.0000000","    371605.0000000","          .0000000","    371605.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    350000.0000000","    350000.0000000","     24000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","       590.0000000","       250.0000000","       840.0000000","      1510.0000000","          .0000000"," 100724000.0000000"," 100726350.0000000","          .0000000"," 100726350.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000"," 100000000.0000000"," 100000000.0000000","    540000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","       250.0000000","          .0000000","       250.0000000","       250.0000000","          .0000000","      3405.0000000","      3905.0000000",".","      3905.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      3900.0000000","      3900.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","CYANIDE COMPOUNDS","'N106'","C","R","NAICS 2122 - Metal Mining","       300.0000000","      1000.0000000","      1300.0000000","      1300.0000000","          .0000000","    160000.0000000","    162600.0000000",".","    162600.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    163000.0000000","    163000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0002205","          .0006615","          .0008820","          .0000000","          .0000000","          .0000000","          .0008820",".","          .0008820",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0008820","          .0008820","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      4800.0000000","      4800.0000000","          .0000000","          .0000000","          .0000000","      4800.0000000",".","      4800.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      4800.0000000","      4800.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","      1200.0000000","         2.1000000","      1202.1000000","        67.0000000","          .0000000","  79700500.0000000","  79701769.1000000","          .0000000","  79701769.1000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  80000000.0000000","  80000000.0000000","     58000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","         5.0000000","         5.0000000","        10.0000000","       260.0000000","          .0000000","     41000.0000000","     41270.0000000","          .0000000","     41270.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     41000.0000000","     41000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .2000000","        39.0000000","        39.2000000","         5.0000000","          .0000000","     12996.3000000","     13040.5000000","          .0000000","     13040.5000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     13000.0000000","     13000.0000000","        73.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","         5.0000000","         5.0000000","        10.0000000","      2700.0000000","          .0000000","    204350.0000000","    207060.0000000","          .0000000","    207060.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    210000.0000000","    210000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","      1000.0000000","          .0000000","    100000.0000000","    101000.0000000",".","    101000.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    100000.0000000","    100000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","          .0000000","       250.0000000","       250.0000000","       250.0000000","          .0000000","      2538.0000000","      3038.0000000","          .0000000","      3038.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1500.0000000","      1500.0000000","      1500.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","      1430.0000000","      1685.0000000","          .0000000","      1685.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       940.0000000","       940.0000000","       750.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","         5.0000000","          .0000000","         5.0000000","          .0000000","          .0000000","          .0000000","         5.0000000",".","         5.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         5.0000000","         5.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","       250.0000000","       505.0000000","          .0000000","       505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       500.0000000","       500.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","          .0000000","       250.0000000","       250.0000000","       250.0000000","          .0000000","      7200.0000000","      7700.0000000","          .0000000","      7700.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      7700.0000000","      7700.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2003","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","         5.0000000","       250.0000000","       255.0000000","      1510.0000000","          .0000000","    410500.0000000","    412265.0000000","       250.0000000","    412515.0000000",".",".",".","          .0000000","          .0000000","       250.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     12250.0000000","     12250.0000000","    400000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","     26000.0000000","       750.0000000","     26750.0000000","          .0000000","          .0000000","          .0000000","     26750.0000000",".","     26750.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     27000.0000000","     27000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","       250.0000000","       505.0000000","          .0000000","       505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       510.0000000","       510.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","         5.0000000","         5.0000000","        10.0000000","      1100.0000000","          .0000000","    300250.0000000","    301360.0000000","          .0000000","    301360.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    180000.0000000","    180000.0000000","    120000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","      2200.0000000","      2455.0000000","          .0000000","      2455.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       760.0000000","       760.0000000","      1700.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","       250.0000000","       250.0000000","       500.0000000","       250.0000000","          .0000000","    620750.0000000","    621500.0000000","          .0000000","    621500.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    490000.0000000","    490000.0000000","    130000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","       750.0000000","       250.0000000","      1000.0000000","      1310.0000000","          .0000000","  54106300.0000000","  54108610.0000000","          .0000000","  54108610.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  52000000.0000000","  52000000.0000000","   2100000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","       250.0000000","          .0000000","       250.0000000","       250.0000000","          .0000000","      6000.0000000","      6500.0000000",".","      6500.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      6500.0000000","      6500.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","CYANIDE COMPOUNDS","'N106'","C","R","NAICS 2122 - Metal Mining","       250.0000000","      1000.0000000","      1250.0000000","       250.0000000","          .0000000","    150000.0000000","    151500.0000000",".","    151500.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    150000.0000000","    150000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0002205","          .0004410","          .0006615","          .0000000","          .0000000","          .0000000","          .0006615",".","          .0006615",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0006615","          .0006615","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      4800.0000000","      4800.0000000","          .0000000","          .0000000","          .0000000","      4800.0000000",".","      4800.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      4800.0000000","      4800.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","      1203.0000000","        14.4000000","      1217.4000000","        66.0000000","          .0000000","  52554078.0000000","  52555361.4000000","          .0000000","  52555361.4000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  52217433.0000000","  52217433.0000000","    337928.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","         5.0000000","       250.0000000","       255.0000000","       260.0000000","          .0000000","     91000.0000000","     91515.0000000","          .0000000","     91515.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     92000.0000000","     92000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .3000000","        37.0000000","        37.3000000","         5.3000000","          .0000000","     11824.0000000","     11866.6000000","          .0000000","     11866.6000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     11501.0000000","     11501.0000000","       366.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","         5.0000000","       250.0000000","       255.0000000","      2400.0000000","          .0000000","    329250.0000000","    331905.0000000","          .0000000","    331905.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    330000.0000000","    330000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       750.0000000","          .0000000","     93000.0000000","     93750.0000000",".","     93750.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     94000.0000000","     94000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","          .0000000","       250.0000000","       250.0000000","       250.0000000","          .0000000","      7900.0000000","      8400.0000000","          .0000000","      8400.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1000.0000000","      1000.0000000","      7400.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","      4300.0000000","      4555.0000000","          .0000000","      4555.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1300.0000000","      1300.0000000","      3300.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","         5.0000000","          .0000000","         5.0000000","          .0000000","          .0000000","          .0000000","         5.0000000",".","         5.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         5.0000000","         5.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","       250.0000000","       505.0000000","          .0000000","       505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       510.0000000","       510.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","          .0000000","       250.0000000","       250.0000000","       250.0000000","          .0000000","      6200.0000000","      6700.0000000","          .0000000","      6700.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      6700.0000000","      6700.0000000","          .0000000"
